ID	PP	logFC	P.adjusted
SLC3A2	other	-0.460063333	0.1388984
SLC40A1	other	0.10784	0.923719064
SLC41A1	other	0.536286667	0.093262622
SLC41A2	other	0.260943333	0.667480048
SLC41A3	other	0.134566667	0.627458322
SLC43A1	other	0.640456667	0.157690334
SLC43A2	other	-0.306583333	0.407780804
SLC43A3	other	0.877016667	0.009650492
SLC44A1	other	-0.501443333	0.064882127
SLC44A2	other	0.229283333	0.434379017
SLC44A3	other	-0.391483333	0.501586821
SLC44A4	other	0.113436667	0.966784349
SLC44A5	other	-0.62799	0.696818985
SLC45A1	other	0.26817	0.784228255
SLC45A2	other	-0.41983	0.260663842
SLC45A3	other	-0.026103333	1
SLC45A4	other	-0.39129	0.492579785
SLC46A1	other	0.32257	0.286696932
SLC46A2	other	0.55349	0.637897622
SLC46A3	other	-0.393626667	0.449624581
SLC47A1	other	1.530743333	0.041402093
SLC47A2	other	-0.06469	0.949621029
SLC48A1	other	-0.09725	0.832065176
SLC4A1	other	-0.061846667	0.927366808
SLC4A10	other	-0.5948	0.380089142
SLC4A11	other	-0.331226667	0.795159441
SLC4A1AP	other	0.094916667	0.684083323
SLC4A2	other	-0.27237	0.346591583
SLC4A3	other	-0.523756667	0.566591206
SLC4A4	other	0.637126667	0.473456083
SLC4A5	other	0.078446667	0.923026743
SLC4A7	other	0.42539	0.312034012
SLC4A8	other	1.31774	0.072469931
SLC4A9	other	0.156196667	0.636540597
SLC5A1	other	1.223096667	0.372029061
SLC5A10	other	-0.039373333	0.9797657
SLC5A11	other	-0.201033333	0.774656003
SLC5A12	other	0.62353	0.601051439
SLC5A2	other	0.383426667	0.706824269
SLC5A3	other	0.52981	0.264814754
SLC5A4	other	0.111523333	0.86773926
SLC5A5	other	0.55361	0.757642344
SLC5A6	other	-0.19586	0.461329437
SLC5A7	other	-0.01714	1
SLC5A8	other	-0.532276667	0.759343578
SLC5A9	other	-0.594513333	0.56989145
SLC6A1	other	0.040796667	0.99778941
SLC6A11	other	-0.141483333	0.959668334
SLC6A12	other	-0.4373	0.393193376
SLC6A13	other	-0.125446667	0.854449878
SLC6A14	other	-0.807993333	0.476452086
SLC6A15	other	-0.6197	0.57382827
SLC6A16	other	-0.64446	0.322712067
SLC6A17	other	-1.6021	0.025461726
SLC6A18	other	0.15483	0.622545295
SLC6A19	other	-0.347053333	0.36352793
SLC6A2	other	-0.44827	0.279636098
SLC6A20	other	1.787673333	0.08257096
SLC6A3	other	1.508603333	0.238674932
SLC6A4	other	0.248763333	0.864049636
SLC6A5	other	-0.03074	0.667480048
SLC6A6	other	-0.439563333	0.193838077
SLC6A7	other	-0.7996	0.098584246
SLC6A8	other	-0.599556667	0.388026267
SLC6A9	other	-0.246426667	0.584911594
SLC7A1	other	-0.06163	0.933126477
SLC7A10	other	1.994723333	0.083723419
SLC7A11	other	-1.806423333	0.023795622
SLC7A13	other	-0.029446667	0.668256052
SLC7A14	other	-0.102713333	0.768618598
SLC7A2	other	-1.57521	0.12832199
SLC7A3	other	0.12851	0.707320451
SLC7A4	other	0.43033	0.695076471
SLC7A5	other	-0.64059	0.38288587
SLC7A5P2	other	-0.338693333	0.607816052
SLC7A6	other	1.67E-05	1
SLC7A6OS	other	-0.110653333	0.727972383
SLC7A7	other	-0.40651	0.403244025
SLC7A8	other	0.242363333	0.804091377
SLC7A9	other	-0.402323333	0.707621834
SLC8A1	other	0.058306667	0.964738952
SLC8A2	other	0.277306667	0.716643538
SLC8A3	other	0.108883333	0.921786011
SLC9A1	other	-0.023323333	1
SLC9A10	other	0.14143	0.75508233
SLC9A11	other	-0.125446667	0.807142949
SLC9A2	other	-0.89447	0.380089142
SLC9A3	other	-0.77286	0.142519112
SLC9A3R1	other	-0.349336667	0.38229449
SLC9A3R2	other	0.13796	0.850878562
SLC9A4	other	-0.258796667	0.711127469
SLC9A5	other	0.322293333	0.650467111
SLC9A6	other	0.4744	0.035815573
SLC9A7	other	0.170796667	0.804091377
SLC9A8	other	-0.268023333	0.319177047
SLC9A9	other	-0.36651	0.356442462
SLCO1A2	other	-0.397513333	0.741544971
SLCO1B1	other	-0.476613333	0.591378988
SLCO1B3	other	-1.268563333	0.529142529
SLCO1C1	other	-0.43021	0.272435936
SLCO2A1	other	0.772043333	0.15118294
SLCO2B1	other	-0.119593333	0.908158694
SLCO3A1	other	0.242906667	0.67315165
SLCO4A1	other	-1.423466667	0.072567192
SLCO4C1	other	1.26075	0.108640346
SLCO5A1	other	0.29522	0.741364044
SLCO6A1	other	0.712643333	0.251518892
SLED1	other	-0.052083333	0.983168601
SLFN11	other	0.069216667	0.952523584
SLFN12	other	0.25629	0.67315165
SLFN12L	other	-0.38676	0.521215172
SLFN13	other	0.605456667	0.220651893
SLFN14	other	-0.14893	0.779933434
SLFN5	other	0.341413333	0.444558511
SLFNL1	other	0.644143333	0.212410028
SLIT1	other	0.39458	0.68380616
SLIT2	other	0.430366667	0.527450207
SLIT3	other	-0.099446667	0.95674685
SLITRK1	other	0.78834	0.369111366
SLITRK2	other	-0.539646667	0.214152951
SLITRK3	other	0.135883333	0.881077266
SLITRK4	other	-0.283633333	0.796435947
SLITRK5	other	-0.185536667	0.920131121
SLITRK6	other	0.43329	0.784550799
SLK	other	0.127373333	0.739311215
SLMAP	other	-0.02156	0.983168601
SLMO1	other	0.528316667	0.198886751
SLMO2	other	0.011583333	1
SLN	other	-0.449786667	0.541384565
SLPI	other	-1.005293333	0.262936813
SLTM	other	-0.061966667	0.836440712
SLU7	other	0.36831	0.015213445
SLURP1	other	-0.20657	0.554699625
SMAD1	other	0.159403333	0.693643111
SMAD2	other	-0.185153333	0.578342934
SMAD3	other	0.038153333	0.983168601
SMAD4	other	0.23201	0.172632224
SMAD5	other	0.404776667	0.02874043
SMAD6	other	-0.075073333	0.951732243
SMAD7	other	0.20002	0.667480048
SMAD9	other	0.60113	0.464040343
SMAGP	other	0.341753333	0.466157222
SMAP1	other	-0.23561	0.377578544
SMAP2	other	0.07651	0.882257275
SMARCA1	other	-0.08305	0.943792555
SMARCA2	other	0.050943333	0.948914436
SMARCA4	other	0.681456667	0.060591863
SMARCA5	other	0.224106667	0.319735663
SMARCAD1	other	0.05873	0.837058008
SMARCAL1	other	-0.190446667	0.157014586
SMARCB1	other	0.062963333	0.786374978
SMARCC1	other	0.43103	0.035273285
SMARCC2	other	0.274686667	0.169882905
SMARCD1	other	0.208906667	0.245735936
SMARCD2	other	-0.047846667	0.891323805
SMARCD3	other	0.06337	0.952407534
SMARCE1	other	0.363973333	0.009105156
SMC1A	other	0.19189	0.564957916
SMC1B	other	0.182283333	0.921786011
SMC2	other	-0.048403333	0.942742941
SMC3	other	0.19938	0.458244477
SMC4	other	0.146303333	0.752271478
SMC5	other	0.070843333	0.849058088
SMC6	other	0.122793333	0.662377104
SMCHD1	other	0.23752	0.433738675
SMCP	other	-0.01152	0.946012748
SMCR5	other	0.226153333	0.589315752
SMCR7	other	0.21482	0.479329134
SMCR7L	other	-0.076106667	0.721799349
SMCR8	other	0.086946667	0.826176938
SMEK1	other	0.094886667	0.735064552
SMEK2	other	-0.01637	0.991148551
SMEK3P	other	-0.159273333	0.69963699
SMG1	other	0.047496667	0.939325273
SMG5	other	0.0621	0.883120784
SMG6	other	0.05402	0.903669266
SMG7	other	-0.16509	0.487474578
SMNDC1	other	0.061773333	0.818190317
SMO	other	-0.399943333	0.509916936
SMOC1	other	-2.46805	0.061477303
SMOC2	other	0.08168	0.96873445
SMOX	other	-0.917443333	0.047034411
SMPD1	other	-0.1516	0.730261209
SMPD2	other	-0.380576667	0.182835268
SMPD3	other	-0.605053333	0.473445673
SMPDL3A	other	0.299173333	0.577805161
SMPDL3B	other	-0.48432	0.521215172
SMPX	other	-0.04067	0.999608247
SMR3A	other	-0.031996667	0.744248423
SMR3B	other	-0.14911	0.67457985
SMS	other	-0.1083	0.774529907
SMTN	other	-0.343723333	0.420479704
SMTNL1	other	0.349223333	0.651513155
SMTNL2	other	0.49527	0.452494189
SMU1	other	0.282173333	0.176994777
SMUG1	other	-0.07314	0.880196152
SMURF1	other	-0.08423	0.838733488
SMURF2	other	0.842756667	0.014209345
SMYD1	other	0.042623333	0.80275692
SMYD2	other	-0.276683333	0.237202561
SMYD3	other	0.29561	0.36614798
SMYD4	other	-0.00372	1
SMYD5	other	0.20143	0.262443205
SNAI1	other	-0.7703	0.066866742
SNAI2	other	-0.227163333	0.776759557
SNAI3	other	-0.25467	0.616462672
SNAP23	other	-0.16716	0.490119197
SNAP25	other	-0.91589	0.155464095
SNAP29	other	-0.087773333	0.666218137
SNAP47	other	0.042786667	0.905885335
SNAP91	other	0.072126667	0.971061467
SNAPC1	other	0.124496667	0.744642655
SNAPC2	other	-0.022093333	0.999608247
SNAPC3	other	0.319656667	0.196840087
SNAPC4	other	-0.0211	1
SNAPC5	other	-0.21495	0.388026267
SNAPIN	other	0.02446	0.970460716
SNCA	other	-0.18659	0.762757287
SNCAIP	other	-0.56691	0.397675401
SNCB	other	-0.984813333	0.001114052
SNCG	other	-0.13754	0.957360915
SND1	other	-0.25063	0.16349274
SNED1	other	0.007193333	1
SNF8	other	-0.072453333	0.773830863
SNHG1	other	-0.32461	0.555560725
SNHG10	other	-0.326803333	0.495782446
SNHG11	other	-0.36425	0.291063311
SNHG12	other	-0.353973333	0.471013896
SNHG3	other	-0.290803333	0.577513605
SNHG5	other	-0.033876667	1
SNHG6	other	-0.00308	1
SNHG7	other	-0.069343333	0.955852981
SNHG8	other	-0.11219	0.854449878
SNIP1	other	0.080496667	0.735097521
SNN	other	0.221113333	0.537684004
SNORA11	other	0.045123333	0.388026267
SNORA12	other	-0.06715	0.732663604
SNORA14B	other	-0.00491	1
SNORA19	other	0.028286667	0.670151397
SNORA20	other	-0.005726667	0.984309077
SNORA21	other	-0.03975	0.864346699
SNORA23	other	-0.092193333	0.667480048
SNORA24	other	-0.00135	1
SNORA26	other	-0.045943333	0.763046768
SNORA29	other	0.046416667	0.536108412
SNORA2B	other	-0.045623333	0.492491985
SNORA3	other	0.03529	0.644290657
SNORA37	other	0.007693333	0.935245556
SNORA38	other	0	1
SNORA4	other	-0.03647	0.762509686
SNORA45	other	0.02037	0.829637081
SNORA46	other	-0.02339	0.816163632
SNORA47	other	-0.029093333	0.758369415
SNORA52	other	-0.072486667	0.49117977
SNORA53	other	0.065106667	0.898826733
SNORA57	other	-0.0602	0.929198147
SNORA5B	other	-0.002666667	0.997526683
SNORA6	other	0.02664	0.962854243
SNORA64	other	0.00952	0.955912778
SNORA65	other	-0.073756667	0.709087696
SNORA66	other	0	1
SNORA67	other	-0.00496	1
SNORA69	other	0	1
SNORA70	other	-0.080446667	0.544159037
SNORA70C	other	0	1
SNORA71A	other	-0.009466667	0.974988753
SNORA71B	other	-0.039486667	0.735247469
SNORA71D	other	0.027853333	0.827950382
SNORA72	other	-0.02784	0.916154264
SNORA74A	other	-0.224543333	0.371173331
SNORA74B	other	0.073136667	0.734094022
SNORA75	other	0.032453333	0.52603094
SNORA76	other	-0.138883333	0.513897763
SNORA77	other	0	1
SNORA78	other	-0.01889	0.693839476
SNORA79	other	0	1
SNORA8	other	-0.044336667	0.974246677
SNORA80	other	-0.027056667	0.7475742
SNORA81	other	0.17047	0.527450207
SNORD10	other	0.231933333	0.521026459
SNORD11	other	0	1
SNORD111	other	0	1
SNORD114-3	other	0	1
SNORD117	other	0	1
SNORD12	other	0	1
SNORD15B	other	0.210106667	0.432113319
SNORD16	other	0	1
SNORD17	other	-0.125866667	0.86729473
SNORD19	other	0	1
SNORD20	other	0	1
SNORD21	other	0	1
SNORD27	other	0	1
SNORD33	other	0	1
SNORD35A	other	0	1
SNORD35B	other	0	1
SNORD36A	other	0	1
SNORD36C	other	0	1
SNORD41	other	0	1
SNORD43	other	0	1
SNORD45A	other	0	1
SNORD45B	other	0	1
SNORD45C	other	0	1
SNORD46	other	0	1
SNORD47	other	0	1
SNORD48	other	0	1
SNORD49A	other	0	1
SNORD50A	other	0	1
SNORD51	other	0	1
SNORD53	other	0	1
SNORD54	other	0	1
SNORD55	other	0	1
SNORD56	other	0	1
SNORD56B	other	0	1
SNORD57	other	0	1
SNORD59A	other	0	1
SNORD59B	other	0	1
SNORD60	other	0	1
SNORD61	other	0	1
SNORD67	other	0	1
SNORD68	other	0	1
SNORD7	other	0	1
SNORD72	other	0	1
SNORD8	other	0	1
SNORD84	other	0	1
SNORD85	other	0	1
SNORD87	other	0	1
SNORD88A	other	0	1
SNORD88B	other	0	1
SNORD88C	other	0	1
SNORD89	other	0	1
SNORD9	other	0	1
SNORD92	other	0	1
SNORD93	other	0	1
SNPH	other	0.173236667	0.755675959
SNRK	other	-0.144416667	0.447883905
SNRNP200	other	0.17804	0.380353937
SNRNP25	other	-0.16226	0.62325601
SNRNP27	other	0.104366667	0.619017135
SNRNP35	other	-0.025706667	0.973508096
SNRNP40	other	0.010886667	1
SNRNP48	other	0.066383333	0.869559148
SNRNP70	other	-0.107406667	0.764078555
SNRPA	other	-0.154553333	0.528600257
SNRPA1	other	-0.460333333	0.078552018
SNRPB	other	-0.15782	0.689860501
SNRPB2	other	0.04444	0.92326446
SNRPC	other	-0.06329	0.872275855
SNRPD1	other	-0.03548	0.969102131
SNRPD2	other	0.03504	0.977616701
SNRPD3	other	0.007276667	1
SNRPE	other	-0.067393333	0.858385076
SNRPF	other	-0.06205	0.926978581
SNRPN	other	0.040746667	0.987041748
SNTA1	other	-0.120556667	0.85841935
SNTB1	other	0.498956667	0.304079816
SNTB2	other	0.009603333	1
SNTG1	other	0.11934	0.414554293
SNTG2	other	-0.08496	0.825748059
SNTN	other	0.610303333	0.620275071
SNUPN	other	-0.338876667	0.148564722
SNURF	other	0.883416667	0.277905042
SNW1	other	0.178506667	0.288994861
SNX1	other	-0.061743333	0.836675781
SNX10	other	-0.593463333	0.260308007
SNX11	other	-0.015533333	1
SNX12	other	0.112753333	0.743974172
SNX13	other	0.27386	0.209336589
SNX14	other	-0.055203333	0.902765445
SNX16	other	0.408683333	0.3246029
SNX17	other	-0.04155	0.901684513
SNX18	other	0.622406667	0.012028206
SNX19	other	-0.002853333	1
SNX2	other	0.05624	0.885923411
SNX20	other	-0.249096667	0.667480048
SNX21	other	0.819946667	0.049247874
SNX22	other	-0.429126667	0.170114622
SNX24	other	0.00082	1
SNX25	other	1.243296667	3.70E-05
SNX27	other	0.2452	0.332473486
SNX29	other	0.03046	0.976586612
SNX3	other	-0.164623333	0.593203965
SNX30	other	1.13027	0.00377147
SNX31	other	-0.072103333	0.906881871
SNX32	other	0.22563	0.735497127
SNX33	other	-0.098516667	0.795186606
SNX4	other	0.188656667	0.318470332
SNX5	other	0.21309	0.312452805
SNX6	other	0.08955	0.863630808
SNX7	other	-0.041983333	0.970460716
SNX8	other	-0.036173333	0.980583227
SNX9	other	-0.158723333	0.689930878
SOAT1	other	-0.35962	0.22054539
SOAT2	other	0.30301	0.512275387
SOBP	other	0.003143333	1
SOCS1	other	-0.40945	0.493661289
SOCS2	other	-0.525123333	0.501430991
SOCS3	other	-0.298686667	0.573580396
SOCS4	other	0.16152	0.519484661
SOCS5	other	0.185166667	0.352080401
SOCS6	other	-0.03693	0.944903351
SOCS7	other	0.430576667	0.286680515
SOD1	other	-0.109026667	0.809035024
SOD2	other	-0.949533333	0.010324712
SOD3	other	0.208016667	0.753113452
SOHLH1	other	-0.05619	0.970448086
SOLH	other	-0.16582	0.760187661
SON	other	0.254713333	0.28326797
SORBS1	other	0.50853	0.312451472
SORBS2	other	-0.3291	0.774924777
SORBS3	other	-0.103836667	0.863630808
SORCS1	other	0.726253333	0.256901482
SORCS2	other	1.033726667	0.230844412
SORCS3	other	0.660383333	0.133238788
SORD	other	-0.48544	0.149224333
SORL1	other	1.051323333	0.089580523
SORT1	other	0.24706	0.630830848
SOS1	other	0.157256667	0.509578573
SOS2	other	0.33569	0.178048464
SOST	other	-0.12122	0.8739512
SOSTDC1	other	1.299036667	0.244322634
SOX1	other	1.029573333	0.159442239
SOX10	other	-0.164896667	0.715114758
SOX11	other	0.997946667	0.427371661
SOX12	other	0.216496667	0.697508934
SOX13	other	0.81633	0.035273285
SOX14	other	-0.928413333	0.208016508
SOX15	other	-0.901093333	0.178870037
SOX17	other	-0.65252	0.078116924
SOX18	other	-0.726043333	0.119974557
SOX2	other	0.355876667	0.876160243
SOX21	other	-1.199346667	0.270461276
SOX3	other	0.326203333	0.586263221
SOX30	other	0.231363333	0.8386729
SOX4	other	0.46831	0.163733965
SOX5	other	-0.30791	0.484550831
SOX6	other	0.836573333	0.261225596
SOX7	other	-0.543493333	0.20103281
SOX8	other	-0.71294	0.387528828
SOX9	other	0.464483333	0.679935305
SP1	other	0.050383333	0.863778794
SP100	other	-0.105973333	0.695076471
SP110	other	-0.2569	0.238674932
SP140	other	-0.682406667	0.140030444
SP140L	other	-0.423836667	0.173462134
SP2	other	0.08612	0.721799349
SP3	other	0.228576667	0.209795274
SP4	other	0.574336667	0.051854704
SP5	other	-0.458626667	0.658404034
SP6	other	-1.47017	0.002090798
SP7	other	0.02142	1
SP8	other	-0.607573333	0.642849717
SPA17	other	-0.053673333	0.970448086
SPACA1	other	0.066686667	0.560738141
SPACA3	other	0.1191	0.892611048
SPACA4	other	-0.043903333	1
SPAG1	other	0.07768	0.943915363
SPAG11B	other	0.103593333	0.913580302
SPAG16	other	0.47966	0.367745779
SPAG17	other	-0.207733333	0.902703252
SPAG4	other	-0.42777	0.460909534
SPAG5	other	-0.452903333	0.400757562
SPAG6	other	2.12327	0.079733943
SPAG7	other	-0.29269	0.273159855
SPAG8	other	0.423896667	0.573765237
SPAG9	other	0.794623333	0.008366214
SPAM1	other	0.06886	0.735629331
SPANXC	other	-0.408123333	0.501794709
SPANXN1	other	0.052326667	0.509453095
SPANXN2	other	-0.01583	0.708494253
SPANXN3	other	0.071276667	0.603348904
SPANXN4	other	-0.016113333	0.707320451
SPANXN5	other	-0.016113333	0.707320451
SPARC	other	-0.44043	0.262980639
SPARCL1	other	0.04282	0.984432328
SPAST	other	0.113773333	0.668338905
SPATA1	other	-0.00694	1
SPATA12	other	-0.679973333	0.05840253
SPATA13	other	0.2144	0.69631341
SPATA16	other	0.003393333	1
SPATA17	other	0.12942	0.921085794
SPATA18	other	-0.234606667	0.842916465
SPATA19	other	0.080716667	0.313782716
SPATA2	other	-0.02239	0.978846178
SPATA20	other	0.272516667	0.459839163
SPATA21	other	0.02669	0.974423929
SPATA22	other	-0.082166667	0.914198919
SPATA24	other	0.278743333	0.525856516
SPATA2L	other	-0.016913333	1
SPATA3	other	-0.0138	0.723897858
SPATA4	other	0.133876667	0.918509752
SPATA5	other	-0.065603333	0.877096212
SPATA5L1	other	-0.240983333	0.307090697
SPATA6	other	0.60239	0.271630666
SPATA7	other	0.302563333	0.164892261
SPATA8	other	-0.017466667	1
SPATA9	other	0.299006667	0.584610664
SPATC1	other	-0.54966	0.216696352
SPATS1	other	0.01615	1
SPATS2	other	0.069443333	0.882069853
SPATS2L	other	-0.0515	0.962853413
SPC24	other	-0.31223	0.629515947
SPC25	other	-0.609243333	0.275652477
SPCS1	other	-0.017016667	0.995742111
SPCS2	other	-0.080743333	0.833910278
SPCS3	other	-0.29289	0.126265437
SPDEF	other	-1.32937	0.13020801
SPDYA	other	0.224916667	0.624139207
SPDYC	other	-0.006763333	1
SPDYE3	other	-0.164373333	0.556470748
SPEF1	other	0.153523333	0.921786011
SPEF2	other	0.343396667	0.691167249
SPEG	other	1.528256667	0.030045764
SPEM1	other	0.021303333	0.786810324
SPEN	other	0.19973	0.521215172
SPERT	other	0.003823333	1
SPESP1	other	-0.471653333	0.562445871
SPG11	other	-0.15079	0.601323707
SPG20	other	-0.02954	0.975002637
SPG21	other	-0.20585	0.214251391
SPG7	other	-0.189893333	0.537684004
SPHAR	other	0.208246667	0.504244907
SPHK1	other	-1.11455	0.060602012
SPHK2	other	0.083833333	0.909866131
SPHKAP	other	0.143286667	0.720250058
SPI1	other	-0.235833333	0.68544287
SPIB	other	-0.71623	0.366524278
SPIC	other	-0.375516667	0.112323924
SPIN1	other	0.03016	0.943473963
SPIN3	other	0.353393333	0.228855744
SPIN4	other	-0.095256667	0.823163343
SPINK1	other	0.57563	0.828640592
SPINK13	other	0.014283333	1
SPINK14	other	-0.062603333	0.612231805
SPINK2	other	1.395503333	0.075666376
SPINK4	other	-1.538316667	0.217470703
SPINK5	other	0.68845	0.67655739
SPINK6	other	0.209143333	0.772942546
SPINK7	other	-0.088266667	0.866005618
SPINK8	other	-0.10333	0.552143842
SPINK9	other	0.1453	0.412860228
SPINLW1	other	0.609266667	0.302195598
SPINT1	other	-0.28212	0.556104506
SPINT2	other	-0.17903	0.632045929
SPINT3	other	-0.0221	0.68294431
SPINT4	other	0.030116667	0.539334908
SPIRE1	other	0.562486667	0.107839835
SPIRE2	other	-0.695673333	0.142627903
SPN	other	-0.01839	1
SPNS1	other	-0.08202	0.81903577
SPNS2	other	-0.369716667	0.691358193
SPNS3	other	-0.16022	0.896007522
SPO11	other	0	1
SPOCD1	other	-0.69311	0.3007328
SPOCK1	other	-0.966843333	0.283923107
SPOCK2	other	-0.833546667	0.06661509
SPOCK3	other	0.497536667	0.715332576
SPON1	other	0.136156667	0.88526155
SPON2	other	-0.190683333	0.820038682
SPOP	other	0.360856667	0.05786605
SPOPL	other	0.24415	0.292799679
SPP1	other	-0.24649	0.875298475
SPP2	other	1.152226667	0.323689415
SPPL2A	other	-0.503463333	0.057145857
SPPL2B	other	-0.018946667	1
SPPL3	other	0.267	0.148885217
SPR	other	-0.08751	0.820038682
SPRED1	other	0.75038	0.020617533
SPRED2	other	0.982616667	0.000859439
SPRED3	other	0.403716667	0.484662679
SPRN	other	-0.41371	0.38900631
SPRR1A	other	-0.97008	0.390281133
SPRR1B	other	-0.54558	0.802789477
SPRR2A	other	-0.388203333	0.703700738
SPRR2B	other	-0.040653333	0.660771281
SPRR2C	other	0.040023333	1
SPRR2D	other	-0.29932	0.904778291
SPRR2E	other	-0.458016667	0.496309501
SPRR2F	other	-0.632103333	0.531316843
SPRR2G	other	0.076373333	0.75880221
SPRR3	other	-0.608206667	0.697159456
SPRR4	other	-0.039573333	0.695076471
SPRY1	other	0.4444	0.129981417
SPRY2	other	1.159753333	2.12E-06
SPRY3	other	-0.970476667	0.015840496
SPRY4	other	0.987866667	0.002569633
SPRYD3	other	-0.052353333	0.897969248
SPRYD4	other	-0.3099	0.169882905
SPRYD5	other	0.47203	0.053753072
SPSB1	other	0.17039	0.69545817
SPSB2	other	-0.27875	0.649043799
SPSB3	other	-0.060546667	0.943969057
SPSB4	other	-0.05112	0.97496904
SPTA1	other	-0.021873333	1
SPTAN1	other	-0.029743333	0.972806141
SPTB	other	2.745186667	0.000845756
SPTBN1	other	0.059106667	0.919972283
SPTBN2	other	0.081726667	0.951923217
SPTBN4	other	-0.19336	0.813953204
SPTBN5	other	0.430416667	0.645202325
SPTLC1	other	-0.005066667	1
SPTLC2	other	0.586166667	0.04235454
SPTLC3	other	0.04462	1
SPTY2D1	other	0.0346	0.935516505
SPZ1	other	-0.03359	0.908495047
SQLE	other	0.082116667	0.930994032
SQRDL	other	-0.69266	0.086801327
SQSTM1	other	-0.236003333	0.473445673
SRA1	other	-0.09802	0.758112741
SRBD1	other	0.085583333	0.732093515
SRC	other	0.0772	0.858643261
SRCAP	other	-0.02295	0.968681413
SRCIN1	other	0.849763333	0.323765706
SRCRB4D	other	-0.81241	0.041299252
SRD5A1	other	-0.205793333	0.548979363
SRD5A2	other	-0.747653333	0.562569782
SRD5A3	other	-0.058806667	0.958425544
SREBF1	other	-0.14536	0.762532988
SREBF2	other	-0.147653333	0.598698413
SRF	other	0.13435	0.516692422
SRFBP1	other	0.205163333	0.399312281
SRGAP1	other	-0.422443333	0.300532523
SRGAP2	other	0.397203333	0.163547655
SRGAP3	other	-0.13005	0.879863873
SRGN	other	-0.601486667	0.209569043
SRI	other	0.25806	0.46836745
SRL	other	-0.049483333	0.985318277
SRM	other	-0.42747	0.174514665
SRMS	other	-0.384036667	0.755675959
SRP14	other	-0.120273333	0.614033053
SRP19	other	-0.181796667	0.374128659
SRP54	other	0.357106667	0.305585569
SRP68	other	0.158273333	0.408525645
SRP72	other	-0.037063333	0.935245556
SRP9	other	-0.145303333	0.610734859
SRPK1	other	0.066276667	0.888220452
SRPK2	other	0.051046667	0.904036664
SRPK3	other	0.194216667	0.917377543
SRPR	other	-0.173646667	0.435250536
SRPRB	other	-0.293046667	0.312452805
SRPX	other	0.227033333	0.801457464
SRPX2	other	-0.19926	0.824476253
SRR	other	-0.119573333	0.760744873
SRRD	other	-0.011106667	1
SRRM1	other	0.09505	0.650352833
SRRM2	other	-0.02463	0.989768039
SRRM3	other	0.148086667	0.894190695
SRRM4	other	-0.48915	0.24908815
SRRM5	other	-0.066163333	0.935319855
SRRT	other	-0.0999	0.715114758
SRXN1	other	-0.944246667	0.123691783
SRY	other	-0.0442	0.692475111
SS18	other	0.244296667	0.480785451
SS18L1	other	0.061073333	0.921786011
SS18L2	other	0.056816667	0.905885335
SSB	other	-0.01936	0.969536667
SSBP1	other	-0.25306	0.281497038
SSBP2	other	0.539243333	0.149580554
SSBP3	other	0.168953333	0.67482248
SSBP4	other	0.105843333	0.877306254
SSC5D	other	0.185936667	0.810621814
SSFA2	other	-0.307646667	0.228258878
SSH1	PP	0.005333333	1
SSH2	PP	-0.0501	0.919606735
SSH3	PP	0.097413333	0.844575671
SSNA1	other	-0.036146667	0.979127127
SSPN	other	-0.104656667	0.905504958
SSPO	other	-0.391073333	0.683752567
SSR1	other	-0.090513333	0.765182308
SSR2	other	-0.17373	0.558213091
SSR3	other	-0.070696667	0.888220452
SSR4	other	-0.27613	0.569519798
SSRP1	other	0.173106667	0.350752567
SSSCA1	other	0.078463333	0.897254197
SST	other	-0.820336667	0.536783267
SSTR1	other	-0.673756667	0.44901505
SSTR2	other	-0.51045	0.348711847
SSTR3	other	-0.31981	0.444817543
SSTR4	other	-0.003363333	1
SSTR5	other	0.000586667	1
SSU72	other	-0.161473333	0.358323387
SSX1	other	-0.32025	0.528600257
SSX2	other	-0.20485	0.525627252
SSX2IP	other	-0.148573333	0.706246838
SSX3	other	-0.04961	0.641959717
SSX5	other	-0.085483333	0.366087916
SSX6	other	0.116636667	0.693839476
SSX7	other	0.0277	0.544159037
SSX8	other	0.01281	0.732869354
ST13	other	0.03862	0.872201827
ST14	other	-0.087693333	0.919972283
ST18	other	-0.212196667	0.735997594
ST3GAL1	other	-0.0467	0.986139915
ST3GAL2	other	0.0786	0.882334915
ST3GAL3	other	-0.243636667	0.639749855
ST3GAL4	other	-0.918366667	0.01387793
ST3GAL5	other	1.575076667	0.000466188
ST3GAL6	other	-0.050833333	0.96708698
ST5	other	0.23938	0.495288128
ST6GAL1	other	0.497583333	0.134137449
ST6GAL2	other	0.408466667	0.726192592
ST6GALNAC1	other	0.34477	0.826706415
ST6GALNAC2	other	-0.19132	0.875056316
ST6GALNAC3	other	-0.173996667	0.816342553
ST6GALNAC4	other	0.038863333	0.993933289
ST6GALNAC5	other	-0.458706667	0.416555103
ST6GALNAC6	other	0.402976667	0.108883978
ST7	other	0.03766	0.930863389
ST7L	other	-0.043366667	0.936806648
ST8SIA1	other	-0.062623333	0.969236844
ST8SIA2	other	-0.053216667	0.987703204
ST8SIA3	other	-0.061553333	0.755274096
ST8SIA4	other	-0.0357	1
ST8SIA5	other	0.13272	0.899081609
ST8SIA6	other	-0.24792	0.791114152
STAB1	other	-0.501026667	0.224413475
STAB2	other	-0.939946667	0.182831988
STAC	other	1.02384	0.177902418
STAC2	other	0.217746667	0.883022085
STAC3	other	-0.43052	0.285418861
STAG1	other	-0.00177	1
